H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202404,複合商品,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20240401B01,募集量（TSO別）[MW],291,517,1206,795,140,748,344,124,383,4548
20240401B01,応札量合計（電源属地別）[MW],120,585,179.593,0,140,474.736,330.211,115,50,1994.54
20240401B01,落札量合計（電源属地別）[MW],120,585,179.593,0,130,474.736,280.557,115,50,1934.886
20240401B01,応札件数（電源属地別）[件],1,3,5,0,2,12,7,6,1,37
20240401B01,落札件数（電源属地別）[件],1,3,5,0,2,12,7,6,1,37
20240401B01,最高落札価格（電源属地別）[円/kW・30分],3.88,2.39,0.34,0,0.65,0.34,1.02,0.72,9.96,9.96
20240401B01,最低落札価格（電源属地別）[円/kW・30分],3.88,0.75,0.34,0,0.34,0.34,0.43,0.34,9.96,0.34
20240401B01,平均落札価格（電源属地別）[円/kW・30分],3.88,1.27,0.34,0,0.48,0.34,0.73,0.45,9.96,1.16
20240401B01,最高落札価格（TSO別）[円/kW・30分],3.88,2.39,0.34,0,0.65,0.34,1.02,0.72,9.96,9.96
20240401B01,最低落札価格（TSO別）[円/kW・30分],0.75,0.75,0.34,0,0.34,0.34,0.34,0.34,9.96,0.34
20240401B01,平均落札価格（TSO別）[円/kW・30分],2.96,0.94,0.34,0,0.48,0.34,0.71,0.47,9.96,1.16
20240401B01,落札量合計（TSO別）[MW],270,435,179.593,0,130,474.736,298.557,97,50,1934.886
20240401B01,（内訳）自エリアからの落札量[MW],120,435,179.593,0,130,474.736,280.557,97,50,1766.886
20240401B02,募集量（TSO別）[MW],306,491,1150,791,144,802,347,137,446,4614
20240401B02,応札量合計（電源属地別）[MW],115,585,131.299,0,144,754.736,330.211,124,50,2234.246
20240401B02,落札量合計（電源属地別）[MW],115,585,131.299,0,138,754.736,280.557,124,50,2178.592
20240401B02,応札件数（電源属地別）[件],1,3,5,0,2,13,7,6,1,38
20240401B02,落札件数（電源属地別）[件],1,3,5,0,2,13,7,6,1,38
20240401B02,最高落札価格（電源属地別）[円/kW・30分],3.89,2.04,0.34,0,1.05,0.86,1.67,0.66,8.81,8.81
20240401B02,最低落札価格（電源属地別）[円/kW・30分],3.89,1.07,0.34,0,0.46,0.34,1.01,0.34,8.81,0.34
20240401B02,平均落札価格（電源属地別）[円/kW・30分],3.89,1.38,0.34,0,0.72,0.42,1.35,0.47,8.81,1.19
20240401B02,最高落札価格（TSO別）[円/kW・30分],3.89,2.04,0.34,0,1.05,0.86,1.67,0.66,8.81,8.81
20240401B02,最低落札価格（TSO別）[円/kW・30分],1.07,1.07,0.34,0,0.46,0.34,0.34,0.34,8.81,0.34
20240401B02,平均落札価格（TSO別）[円/kW・30分],2.44,1.39,0.34,0,0.72,0.42,1.3,0.46,8.81,1.19
