H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202410,三次調整力2,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20241001B01,募集量（TSO別）[MW],0,0,0,0,0,0,1,0,0,1
20241001B01,応札量合計（電源属地別）[MW],349,23,0,94.6,387,0,114.593,5,1,974.193
20241001B01,落札量合計（電源属地別）[MW],0,0,0,0,0,0,1,0,0,1
20241001B01,応札件数（電源属地別）[件],1,1,0,2,3,0,4,1,1,13
20241001B01,落札件数（電源属地別）[件],0,0,0,0,0,0,1,0,0,1
20241001B01,最高落札価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0.34,0,0,0.34
20241001B01,最低落札価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0.34,0,0,0.34
20241001B01,平均落札価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0.34,0,0,0.34
20241001B01,最高落札価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0.34,0,0,0.34
20241001B01,最低落札価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0.34,0,0,0.34
20241001B01,平均落札価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0.34,0,0,0.34
20241001B01,落札量合計（TSO別）[MW],0,0,0,0,0,0,1,0,0,1
20241001B01,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,1,0,0,1
20241001B02,募集量（TSO別）[MW],0,3,0,8,1,0,0,0,0,12
20241001B02,応札量合計（電源属地別）[MW],320,23,132.484,65.814,133,0,48.837,5,1,729.135
20241001B02,落札量合計（電源属地別）[MW],0,0,11,0,1,0,0,0,0,12
20241001B02,応札件数（電源属地別）[件],1,1,3,2,2,0,2,1,1,13
20241001B02,落札件数（電源属地別）[件],0,0,1,0,1,0,0,0,0,2
20241001B02,最高落札価格（電源属地別）[円/kW・30分],0,0,0.34,0,0.34,0,0,0,0,0.34
20241001B02,最低落札価格（電源属地別）[円/kW・30分],0,0,0.34,0,0.34,0,0,0,0,0.34
20241001B02,平均落札価格（電源属地別）[円/kW・30分],0,0,0.34,0,0.34,0,0,0,0,0.34
20241001B02,最高落札価格（TSO別）[円/kW・30分],0,0.34,0,0.34,0.34,0,0,0,0,0.34
20241001B02,最低落札価格（TSO別）[円/kW・30分],0,0.34,0,0.34,0.34,0,0,0,0,0.34
20241001B02,平均落札価格（TSO別）[円/kW・30分],0,0.34,0,0.34,0.34,0,0,0,0,0.34
20241001B02,落札量合計（TSO別）[MW],0,3,0,8,1,0,0,0,0,12
20241001B02,（内訳）自エリアからの落札量[MW],0,0,0,0,1,0,0,0,0,1
20241001B03,募集量（TSO別）[MW],0,80,278,198,0,0,60,20,138,774
20241001B03,応札量合計（電源属地別）[MW],170,256.7,634.47,196.88,294,0,61,40,218,1871.05
20241001B03,落札量合計（電源属地別）[MW],0,80,278,196.88,0,0,60,20,138,772.88
20241001B03,応札件数（電源属地別）[件],1,3,7,3,3,0,2,1,3,23
20241001B03,落札件数（電源属地別）[件],0,1,1,3,0,0,2,1,2,10
