H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202405,三次調整力2,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20240501B01,募集量（TSO別）[MW],34,87,0,13,0,0,0,23,0,157
20240501B01,応札量合計（電源属地別）[MW],34,157,296.005,0,50,0,275.229,0,157,969.234
20240501B01,落札量合計（電源属地別）[MW],0,121,13,0,0,0,0,0,0,134
20240501B01,応札件数（電源属地別）[件],1,2,3,0,1,0,5,0,2,14
20240501B01,落札件数（電源属地別）[件],0,1,1,0,0,0,0,0,0,2
20240501B01,最高落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,0,0,0,0,0,0.34
20240501B01,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,0,0,0,0,0,0.34
20240501B01,平均落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,0,0,0,0,0,0.34
20240501B01,最高落札価格（TSO別）[円/kW・30分],0.34,0.34,0,0.34,0,0,0,0,0,0.34
20240501B01,最低落札価格（TSO別）[円/kW・30分],0.34,0.34,0,0.34,0,0,0,0,0,0.34
20240501B01,平均落札価格（TSO別）[円/kW・30分],0.34,0.34,0,0.34,0,0,0,0,0,0.34
20240501B01,落札量合計（TSO別）[MW],34,87,0,13,0,0,0,0,0,134
20240501B01,（内訳）自エリアからの落札量[MW],0,87,0,0,0,0,0,0,0,87
20240501B02,募集量（TSO別）[MW],0,23,0,0,1,12,9,11,57,113
20240501B02,応札量合計（電源属地別）[MW],0,113,226.207,26,41,0,51.184,0,113,570.391
20240501B02,落札量合計（電源属地別）[MW],0,23,0,0,1,0,21,0,57,102
20240501B02,応札件数（電源属地別）[件],0,3,2,2,1,0,1,0,1,10
20240501B02,落札件数（電源属地別）[件],0,2,0,0,1,0,1,0,1,5
20240501B02,最高落札価格（電源属地別）[円/kW・30分],0,0.34,0,0,0.34,0,0.34,0,0.34,0.34
20240501B02,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0,0,0.34,0,0.34,0,0.34,0.34
20240501B02,平均落札価格（電源属地別）[円/kW・30分],0,0.34,0,0,0.34,0,0.34,0,0.34,0.34
20240501B02,最高落札価格（TSO別）[円/kW・30分],0,0.34,0,0,0.34,0.34,0.34,0,0.34,0.34
20240501B02,最低落札価格（TSO別）[円/kW・30分],0,0.34,0,0,0.34,0.34,0.34,0,0.34,0.34
20240501B02,平均落札価格（TSO別）[円/kW・30分],0,0.34,0,0,0.34,0.34,0.34,0,0.34,0.34
20240501B02,落札量合計（TSO別）[MW],0,23,0,0,1,12,9,0,57,102
20240501B02,（内訳）自エリアからの落札量[MW],0,23,0,0,1,0,9,0,57,90
20240501B03,募集量（TSO別）[MW],116,21,0,55,37,53,54,126,724,1186
20240501B03,応札量合計（電源属地別）[MW],129.89,242,284.877,168.206,37,0,0,0,521.74,1383.713
20240501B03,落札量合計（電源属地別）[MW],0,15,122,104,37,0,0,0,521.74,799.74
20240501B03,応札件数（電源属地別）[件],3,3,3,2,2,0,0,0,6,19
20240501B03,落札件数（電源属地別）[件],0,1,1,1,2,0,0,0,6,11
20240501B03,最高落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0.34,0.45,0,0,0,197,197
20240501B03,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0,0,0,0.34,0.34
20240501B03,平均落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0.34,0.45,0,0,0,2.99,2.08
20240501B03,最高落札価格（TSO別）[円/kW・30分],0.34,0.34,0,0.34,0.45,0.34,0,0,197,197
20240501B03,最低落札価格（TSO別）[円/kW・30分],0.34,0.34,0,0.34,0.34,0.34,0,0,0.34,0.34
20240501B03,平均落札価格（TSO別）[円/kW・30分],0.34,0.34,0,0.34,0.45,0.34,0,0,2.99,2.08
20240501B03,落札量合計（TSO別）[MW],116,21,0,55,37,49,0,0,521.74,799.74
20240501B03,（内訳）自エリアからの落札量[MW],0,15,0,55,37,0,0,0,521.74,628.74
20240501B04,募集量（TSO別）[MW],0,0,781,46,80,120,222,284,739,2272
20240501B04,応札量合計（電源属地別）[MW],132.2,97,941.477,159.828,53,6.5,53.674,0,216,1659.679
20240501B04,落札量合計（電源属地別）[MW],0,0,936.172,159.828,53,6.5,53.674,0,216,1425.174
20240501B04,応札件数（電源属地別）[件],1,2,12,2,1,1,2,0,3,24
20240501B04,落札件数（電源属地別）[件],0,0,12,2,1,1,2,0,3,21
20240501B04,最高落札価格（電源属地別）[円/kW・30分],0,0,160,75.03,0.34,3.4,79.95,0,2.7,160
20240501B04,最低落札価格（電源属地別）[円/kW・30分],0,0,0.33,0.34,0.34,3.4,16.61,0,0.72,0.33
20240501B04,平均落札価格（電源属地別）[円/kW・30分],0,0,14.22,6.88,0.34,3.4,35.49,0,2.51,11.86
20240501B04,最高落札価格（TSO別）[円/kW・30分],0,0,66.63,0.34,160,97.2,79.95,0,2.7,160
20240501B04,最低落札価格（TSO別）[円/kW・30分],0,0,0.33,0.34,0.34,3.4,0.34,0,0.72,0.33
20240501B04,平均落札価格（TSO別）[円/kW・30分],0,0,0.86,0.34,42.59,69.91,21.29,0,2.51,11.86
20240501B04,落札量合計（TSO別）[MW],0,0,781,46,80,120,182.174,0,216,1425.174
20240501B04,（内訳）自エリアからの落札量[MW],0,0,781,46,53,6.5,53.674,0,216,1156.174
20240501B05,募集量（TSO別）[MW],0,0,424,285,33,93,280,304,1229,2648
20240501B05,応札量合計（電源属地別）[MW],0,82,791.477,214.65,1,21.947,91.348,0,602,1804.422
20240501B05,落札量合計（電源属地別）[MW],0,0,744.35,214.65,1,21.947,91.348,0,602,1675.295
20240501B05,応札件数（電源属地別）[件],0,1,12,3,1,2,3,0,6,28
20240501B05,落札件数（電源属地別）[件],0,0,9,3,1,2,3,0,6,24
20240501B05,最高落札価格（電源属地別）[円/kW・30分],0,0,73.84,75.03,0.34,65.48,79.95,0,4.25,79.95
20240501B05,最低落札価格（電源属地別）[円/kW・30分],0,0,0.33,0.34,0.34,3.4,17.91,0,0.46,0.33
20240501B05,平均落札価格（電源属地別）[円/kW・30分],0,0,11.66,11.34,0.34,47.09,28.78,0,1.42,9.33
20240501B05,最高落札価格（TSO別）[円/kW・30分],0,0,0.51,75.03,70,66.63,79.95,0,4.25,79.95
20240501B05,最低落札価格（TSO別）[円/kW・30分],0,0,0.33,0.34,0.34,2.75,0.51,0,0.46,0.33
20240501B05,平均落札価格（TSO別）[円/kW・30分],0,0,0.34,26.66,66.94,22.21,11.58,0,1.42,9.33
20240501B05,落札量合計（TSO別）[MW],0,0,424,285,33,93,238.295,0,602,1675.295
20240501B05,（内訳）自エリアからの落札量[MW],0,0,424,214.65,1,21.947,91.348,0,602,1354.945
20240501B06,募集量（TSO別）[MW],86,0,73,72,37,15,338,144,946,1711
20240501B06,応札量合計（電源属地別）[MW],90.99,83.5,441.477,29.5,37,21.947,130.848,0,310.74,1146.002
20240501B06,落札量合計（電源属地別）[MW],86,0,145,0,37,21.947,130.848,0,310.74,731.535
20240501B06,応札件数（電源属地別）[件],3,2,9,2,1,2,3,0,5,27
20240501B06,落札件数（電源属地別）[件],1,0,2,0,1,2,3,0,5,14
20240501B06,最高落札価格（電源属地別）[円/kW・30分],25.98,0,1.64,0,0.34,65.48,79.95,0,197,197
20240501B06,最低落札価格（電源属地別）[円/kW・30分],25.98,0,0.33,0,0.34,3.4,16.14,0,1.62,0.33
20240501B06,平均落札価格（電源属地別）[円/kW・30分],25.98,0,1.19,0,0.34,47.09,24,0,3.98,10.7
20240501B06,最高落札価格（TSO別）[円/kW・30分],25.98,0,1.64,1.64,0.34,65.48,79.95,0,197,197
20240501B06,最低落札価格（TSO別）[円/kW・30分],25.98,0,0.33,1.64,0.34,3.4,16.14,0,1.62,0.33
20240501B06,平均落札価格（TSO別）[円/kW・30分],25.98,0,0.74,1.64,0.34,38.58,26.09,0,3.98,10.7
20240501B06,落札量合計（TSO別）[MW],86,0,73,72,37,15,137.795,0,310.74,731.535
20240501B06,（内訳）自エリアからの落札量[MW],86,0,73,0,37,15,130.848,0,310.74,652.588
20240501B07,募集量（TSO別）[MW],0,60,2,68,18,10,39,10,92,299
20240501B07,応札量合計（電源属地別）[MW],0,0,257.007,26.5,18,0,154.348,0,92,547.855
20240501B07,落札量合計（電源属地別）[MW],0,0,130,0,0,0,77.174,0,92,299.174
20240501B07,応札件数（電源属地別）[件],0,0,3,2,1,0,2,0,1,9
20240501B07,落札件数（電源属地別）[件],0,0,1,0,0,0,1,0,1,3
20240501B07,最高落札価格（電源属地別）[円/kW・30分],0,0,1.34,0,0,0,17.83,0,1.95,17.83
20240501B07,最低落札価格（電源属地別）[円/kW・30分],0,0,1.34,0,0,0,17.83,0,1.95,1.34
20240501B07,平均落札価格（電源属地別）[円/kW・30分],0,0,1.34,0,0,0,17.83,0,1.95,5.78
20240501B07,最高落札価格（TSO別）[円/kW・30分],0,1.34,1.34,1.34,17.83,17.83,17.83,0,1.95,17.83
20240501B07,最低落札価格（TSO別）[円/kW・30分],0,1.34,1.34,1.34,17.83,17.83,17.83,0,1.95,1.34
20240501B07,平均落札価格（TSO別）[円/kW・30分],0,1.34,1.34,1.34,17.83,17.83,17.83,0,1.95,5.78
20240501B07,落札量合計（TSO別）[MW],0,60,2,68,18,10,49.174,0,92,299.174
20240501B07,（内訳）自エリアからの落札量[MW],0,0,2,0,0,0,49.174,0,92,143.174
20240501B08,募集量（TSO別）[MW],0,0,0,7,8,22,4,12,61,114
20240501B08,応札量合計（電源属地別）[MW],0,0,226.207,23,8,0,0,0,61,318.207
20240501B08,落札量合計（電源属地別）[MW],0,0,0,23,8,0,0,0,61,92
20240501B08,応札件数（電源属地別）[件],0,0,2,1,1,0,0,0,2,6
20240501B08,落札件数（電源属地別）[件],0,0,0,1,1,0,0,0,2,4
20240501B08,最高落札価格（電源属地別）[円/kW・30分],0,0,0,6.09,0.34,0,0,0,0.43,6.09
20240501B08,最低落札価格（電源属地別）[円/kW・30分],0,0,0,6.09,0.34,0,0,0,0.43,0.34
20240501B08,平均落札価格（電源属地別）[円/kW・30分],0,0,0,6.09,0.34,0,0,0,0.43,1.84
20240501B08,最高落札価格（TSO別）[円/kW・30分],0,0,0,6.09,0.34,6.09,0,0,0.43,6.09
20240501B08,最低落札価格（TSO別）[円/kW・30分],0,0,0,6.09,0.34,6.09,0,0,0.43,0.34
20240501B08,平均落札価格（TSO別）[円/kW・30分],0,0,0,6.09,0.34,6.09,0,0,0.43,1.84
20240501B08,落札量合計（TSO別）[MW],0,0,0,7,8,16,0,0,61,92
20240501B08,（内訳）自エリアからの落札量[MW],0,0,0,7,8,0,0,0,61,76
20240502B01,募集量（TSO別）[MW],0,0,0,4,0,3,2,17,17,43
20240502B01,応札量合計（電源属地別）[MW],15.2,54,308.907,41,0,0,0,0,43,462.107
20240502B01,落札量合計（電源属地別）[MW],0,0,7,0,0,0,0,0,19,26
20240502B01,応札件数（電源属地別）[件],1,2,3,1,0,0,0,0,1,8
